timestamp_round,pm25,pm10,latitude,longitude,location
2018-03-01 00:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 00:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 00:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 00:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 01:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 01:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 01:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 01:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 02:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 02:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 02:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 02:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 03:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 03:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 03:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 03:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 04:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 04:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 04:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 04:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 05:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 05:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 05:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 05:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 06:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 06:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 06:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 06:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 07:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 07:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 07:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 07:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 08:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 08:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 08:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 08:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 09:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 09:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 09:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 09:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 10:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 10:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 10:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 10:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 11:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 11:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 11:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 11:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 12:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 12:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 12:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 12:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 13:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 13:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 13:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 13:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 14:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 14:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 14:30:00,,,28.63295,77.2887,Segel Design
2018-03-01 14:45:00,,,28.63295,77.2887,Segel Design
2018-03-01 15:00:00,,,28.63295,77.2887,Segel Design
2018-03-01 15:15:00,,,28.63295,77.2887,Segel Design
2018-03-01 15:30:00,,,28.63295,77.2887,Segel Design
